0	0
1	1
2	1
3	1
4	1
5	1
6	1
7	2
8	2
9	2
10	2
11	2
12	2
13	2
14	2
15	2
16	2
17	3
18	3
19	3
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
41	3
42	4
43	4
44	4
45	4
46	4
47	4
48	4
49	4
50	4
51	4
52	4
53	4
54	4
55	4
56	4
57	4
58	4
59	4
60	4
61	4
62	4
63	4
64	4
65	5
66	5
67	5
68	5
69	5
70	5
71	5
72	5
73	5
74	5
75	5
76	5
77	5
78	5
79	5
80	5
81	5
82	5
83	5
84	5
85	5
86	6
87	6
88	6
89	6
90	6
91	6
92	6
93	6
94	6
95	6
96	6
97	6
98	6
99	6
100	6
101	6
102	6
103	6
104	6
105	6
106	6
107	6
108	6
109	6
110	6
111	6
112	6
113	6
114	6
115	6
116	6
117	6
118	6
119	6
120	6
121	6
122	6
123	6
124	6
125	6
126	6
127	6
128	6
129	6
130	7
131	7
132	7
133	7
134	7
135	7
136	7
137	7
138	7
139	7
140	7
141	7
142	7
143	7
144	7
145	7
146	7
147	7
148	7
149	7
150	7
151	7
152	7
153	8
154	9
155	9
156	9
157	9
158	9
159	9
160	9
161	9
162	9
163	9
164	9
165	9
166	9
167	9
168	9
169	9
170	9
171	9
172	9
173	10
174	10
175	10
176	10
177	10
178	10
179	10
180	10
181	10
182	10
183	11
184	11
185	11
186	11
187	11
188	11
189	11
190	11
191	11
192	11
193	11
194	11
195	11
196	11
197	11
198	11
199	11
200	11
201	11
202	11
203	11
204	11
205	11
206	11
207	11
208	11
209	11
210	11
211	11
212	11
213	11
214	12
215	13
216	14
217	14
218	14
219	14
220	14
221	14
222	14
223	14
224	14
225	14
226	14
227	14
228	14
229	14
230	14
231	14
232	14
233	14
234	14
235	14
236	14
237	14
238	14
239	14
240	14
241	14
242	14
243	15
244	15
245	15
246	16
247	17
248	18
249	19
250	19
251	19
252	19
253	19
254	19
255	19
256	19
257	19
258	19
259	19
260	19
261	19
262	19
263	19
264	19
265	19
266	19
267	19
268	19
269	19
270	19
271	19
272	19
273	19
274	19
275	19
276	19
277	19
278	19
279	19
280	19
281	19
282	19
283	19
284	19
285	19
286	19
287	19
288	19
289	19
290	19
291	19
292	19
293	19
294	19
295	19
296	19
297	19
298	19
299	19
300	19
301	19
302	20
303	20
304	21
305	21
306	21
307	21
308	21
309	21
310	21
311	21
312	21
313	21
314	21
315	21
316	21
317	21
318	21
319	21
320	21
321	22
322	22
323	22
324	22
325	22
326	22
327	22
328	22
329	22
330	22
331	22
332	22
333	22
334	22
335	22
336	22
337	22
338	22
339	22
340	22
341	22
342	22
343	22
344	22
345	22
346	22
347	22
348	22
349	22
350	22
351	22
352	22
353	22
354	22
355	22
356	22
357	22
358	22
359	22
360	23
361	23
362	23
363	23
364	23
365	23
366	23
367	23
368	23
369	23
370	23
371	23
372	23
373	23
374	23
375	23
376	23
377	23
378	23
379	23
380	23
381	23
382	23
383	23
384	23
385	23
386	23
387	23
388	23
389	23
390	23
391	23
392	23
393	23
394	23
395	23
396	23
397	23
398	23
399	23
400	23
401	23
402	23
403	23
404	23
405	23
406	23
407	23
408	23
409	24
410	24
411	24
412	24
413	24
414	24
415	24
416	24
417	25
418	25
419	25
420	25
421	25
422	25
423	25
424	25
425	25
426	25
427	25
