% transcript --> scene
% scenes and transcripts start counting at 0
% 'x' means no alignment found
0	0
1	0
2	0
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	2
12	2
13	2
14	2
15	2
16	2
17	2
18	2
19	2
20	2
21	2
22	2
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
41	4
42	4
43	4
44	4
45	4
46	4
47	4
48	5
49	5
50	5
51	5
52	5
53	5
54	5
55	5
56	5
57	6
58	6
59	6
60	6
61	6
62	6
63	6
64	6
65	6
66	6
67	6
68	6
69	6
70	6
71	6
72	6
73	6
74	7
75	7
76	7
77	7
78	7
79	7
80	7
81	7
82	7
83	8
84	8
85	8
86	8
87	8
88	8
89	8
90	8
91	9
92	9
93	9
94	10
95	10
96	10
97	10
98	10
99	10
100	10
101	10
102	10
103	10
104	10
105	10
106	10
107	10
108	10
109	10
110	10
111	10
112	10
113	10
114	10
115	10
116	10
117	10
118	10
119	10
120	10
x	11
121	12
122	12
123	12
124	12
125	12
126	12
127	12
128	12
129	12
130	12
131	12
132	12
133	13
134	13
135	13
136	13
137	13
138	13
139	13
140	13
141	13
142	13
143	13
144	13
145	13
146	13
147	13
148	14
149	14
150	14
151	14
152	14
153	14
154	14
155	14
156	14
157	14
158	14
159	14
160	14
161	14
162	14
163	14
164	14
165	14
166	14
167	14
168	15
x	16
169	17
170	17
171	17
172	17
173	17
174	17
175	17
176	17
177	17
178	17
179	17
180	17
181	17
182	17
183	17
184	17
185	17
186	18
187	18
188	19
189	19
190	19
191	19
192	19
193	19
194	19
195	20
196	21
197	21
198	21
199	21
200	21
201	22
202	22
203	23
204	23
205	23
206	23
207	23
208	23
209	23
210	23
211	23
212	23
213	23
214	23
215	23
216	23
217	23
218	23
219	23
220	23
221	23
222	23
223	23
224	23
225	23
226	23
227	24
228	24
229	24
230	24
231	24
232	24
233	25
234	25
235	25
236	25
237	25
238	25
239	25
240	25
241	26
242	26
243	26
244	26
245	26
246	26
247	26
248	26
249	26
250	26
251	26
252	26
253	26
254	26
255	26
256	26
257	26
258	26
259	26
260	26
261	26
262	26
263	26
264	26
265	26
266	26
267	26
268	26
269	26
270	26
271	26
272	26
273	26
274	26
275	26
276	26
277	26
278	26
279	26
280	26
281	26
282	26
283	26
284	26
285	26
286	26
287	27
288	27
x	28
x	29
x	30
